,gene_name
10394,METTL21A
10395,NUP88
10396,DRP2
10397,XYLB
10398,DDX31
10399,RBM7
10400,ENPP4
10401,ZNF274
10402,ARVCF
10403,JAZF1
10404,CHST6
10405,IL22RA2
10406,CD79B
10407,ANKS1B
10408,PYGO1
10409,KRT27
10410,PMP2
10411,POLR2D
10412,ADAMTS4
10413,CIP2A
10414,ROPN1L
10415,RAP1BL
10416,COG1
10417,SRRM2
10418,CCDC65
10419,SPATA24
10420,KIF26A
10421,GPBP1
10422,OR1D2
10423,METTL13
10424,MRPL28
10425,HOXD11
10426,PABIR1
10427,UBAC1
10428,SEMA4G
10429,NLRP2B
10430,DLGAP1
10431,GFRA4
10432,API5
10433,KCNJ4
10434,ZNF300
10435,MIDN
10436,EPHB6
10437,ZNF24
10438,CAMTA2
10439,GCAT
10440,UGGT2
10441,MUC20
10442,PTMA
10443,B3GALT5
10444,DYNAP
10445,NEUROD6
10446,CTPS2
10447,ERVK-19
10448,LY6H
10449,FANCB
10450,PMS1
10451,KLHL24
10452,FARS2
10453,GNG3
10454,DUSP21
10455,ATP6V0E1
10456,XPNPEP1
10457,CSNK1A1L
10458,APCDD1
10459,ETFB
10460,PHETA1
10461,LAMC3
10462,NEB
10463,MRPL13
10464,FHIP1B
10465,ANTKMT
10466,DUSP23
10467,MC2R
10468,SRP9
10469,UBE2M
10470,UNC119B
10471,IGKV2D-28
10472,ACP1
10473,DLEC1
10474,CEP162
10475,DENND1C
10476,SEC14L1
10477,MEP1A
10478,PARVG
10479,DIS3L
10480,ADAD2
10481,RFNG
10482,TSPY4
10483,UTY
10484,CLCC1
10485,MSRB1
10486,NPFFR2
10487,COL9A2
10488,OAZ1
10489,DDX55
10490,OAZ2
10491,TRUB1
10492,TMED4
10493,ERO1B
10494,JCAD
10495,CDS2
10496,MEIS3P1
10497,SPAM1
10498,GKN1
10499,TTR
10500,ENDOD1
10501,CLK4
10502,ERAL1
10503,NCALD
10504,H2AB1
10505,WBP11
10506,RPL17
10507,ZNF395
10508,CREB5
10509,LGALS4
10510,CELSR3
10511,ST8SIA6
10512,UBE2E3
10513,UTS2
10514,FAM83H
10515,SLC51A
10516,VCPKMT
10517,LRP11
10518,KRT83
10519,GPX3
10520,NPS
10521,COMMD9
10522,NIBAN1
10523,GINS4
10524,RUSC1
10525,FOXJ3
10526,FOXD4
10527,NMUR1
10528,ALKBH7
10529,IER2
10530,MRPL11
10531,ECI2
10532,DEFB103A
10533,PLEK2
10534,VRK3
10535,GRK7
10536,SAC3D1
10537,HNRNPH2
10538,USP48
10539,KRT6B
10540,CARD10
10541,LARP4B
10542,ENTREP1
10543,TUFT1
10544,SUPT7L
10545,NUB1
10546,WDR74
10547,BOLL
10548,GRB14
10549,RHBDF1
10550,TRAF3IP3
10551,MLIP
10552,PCDH1
10553,IDO2
10554,ZGLP1
10555,GCSH
10556,OPN1MW2
10557,MDM1
10558,NAT8L
10559,CLDN10
10560,SLC47A2
10561,ADH6
10562,NOVA2
10563,NAP1L2
10564,TTF1
10565,TPPP2
10566,PABPC5
10567,MRC2
10568,SEPHS2
10569,SIM1
10570,UQCRH
10571,EIF4EBP1
10572,ADH1C
10573,SNAPC4
10574,CXCL3
10575,KLK4
10576,EGFL6
10577,TTL
10578,HOXA6
10579,AMTN
10580,CTDSPL
10581,MOSPD1
10582,USP34
10583,CCNB1IP1
10584,SEMA6C
10585,ELP1
10586,PRAMEF9
10587,NCKIPSD
10588,RPN1
10589,TPM3
10590,IFNL4
10591,SYDE1
10592,KXD1
10593,ZNF410
10594,IGKV1-39
10595,ZHX1
10596,SNAPC1
10597,CCDC78
10598,KCNJ9
10599,TTC28
10600,PCGF3
10601,REPS2
10602,IDI1
10603,SLC25A32
10604,RHBDD3
10605,SRP19
10606,DMRTB1
10607,TIMM23
10608,NARS2
10609,IGKV2D-40
10610,LOC122513141
10611,ZG16B
10612,IL9R
10613,AHDC1
10614,KIF28P
10615,CNMD
10616,RBM19
10617,THOC3
10618,KAZN
10619,NDUFB9
10620,RCAN3
10621,ADAD1
10622,PCDH12
10623,HDC
10624,RIMKLB
10625,ZWILCH
10626,G2E3
10627,ESD
10628,KLHL9
10629,NIFK
10630,TMEM184A
10631,POF1B
10632,HAVCR1
10633,ADNP2
10634,CENPU
10635,RALGAPA2
10636,CTDSP2
10637,CCN5
10638,XPO4
10639,TMOD4
10640,KLRC3
10641,CFHR5
10642,TRAPPC10
10643,SLC16A13
10644,MRGPRX2
10645,URM1
10646,SAMD7
10647,SYTL1
10648,ZFY
10649,TMC1
10650,BUD31
10651,RPP30
10652,RPP40
10653,LDOC1
10654,AGPS
10655,IL1F10
10656,PDC
10657,HAUS6
10658,ATG16L2
10659,LAT2
10660,STARD9
10661,CHORDC1
10662,XIRP2
10663,HNRNPLL
10664,OSBP2
10665,SLC7A14
10666,DCTD
10667,SH3BP5
10668,EMC2
10669,IGLV3-21
10670,SLC38A4
10671,TSPY3
10672,SPAG1
10673,DECR2
10674,RMDN2
10675,PPP1R3C
10676,RPL36A
10677,KLHL1
10678,HECW2
10679,NAV1
10680,RRH
10681,PRSS1
10682,NUP188
10683,CPNE5
10684,KCTD6
10685,CMYA5
10686,TUBE1
10687,PSD2
10688,GADD45B
10689,EPHA6
10690,TIMM10B
10691,NOTCH2NLA
10692,GMNC
10693,GALNS
10694,TNFAIP8L2
10695,ADCK1
10696,POU6F1
10697,ZBTB34
10698,FRRS1L
10699,TUSC3
10700,MRPL10
10701,PRPSAP1
10702,MMP23B
10703,ARHGAP11B
10704,PROZ
10705,DNAH14
10706,KRT36
10707,XPOT
10708,MAP4K3
10709,ABRA
10710,GPR149
10711,PACS2
10712,TAFA4
10713,TES
10714,SPEG
10715,GEMIN8
10716,CPN1
10717,RSPH6A
10718,ETAA1
10719,NFU1
10720,CYTL1
10721,SPRN
10722,FABP7
10723,CERS3
10724,IGKV1-33
10725,TSSC4
10726,CHN2
10727,UCN2
10728,ZP1
10729,MT1L
10730,ARHGEF19
10731,C15orf62
10732,SLC10A2
10733,CCDC13
10734,GJB5
10735,SEC61G
10736,UTP18
10737,GTF2IRD1
10738,ZDHHC18
10739,SCN7A
10740,YBX2
10741,FOXN3
10742,CCNI
10743,PTPN4
10744,RPSA2
10745,TSPYL5
10746,MSLN
10747,GLIS1
10748,GATC
10749,MAPKBP1
10750,LRRC52
10751,PFKFB3
10752,B3GNT5
10753,CCNL1
10754,CA7
10755,CLK1
10756,AP4E1
10757,EPS15L1
10758,IGKV1-17
10759,RBM25
10760,CYTH4
10761,CARNS1
10762,CHPF
10763,H2AC25
10764,UNC5D
10765,ZBTB10
10766,SGCG
10767,IGKV3-15
10768,GJA8
10769,SIX6OS1
10770,TBC1D4
10771,NPAS1
10772,RMND5A
10773,MOB1A
10774,SERPIND1
10775,CYP3A43
10776,NDUFA10
10777,IGLC2
10778,DONSON
10779,MUC4
10780,EEF2KMT
10781,CHKB
10782,PRDM10
10783,FCHSD1
10784,TM7SF2
10785,FXYD5
10786,CLDN20
10787,SLC26A1
10788,GPR61
10789,COX4I1
10790,SOBP
10791,WDR44
10792,SECTM1
10793,EIF3J
10794,TMED6
10795,MYG1
10796,GNPTG
10797,HAUS5
10798,KCNK6
10799,PREP
10800,DELE1
10801,TIMM8B
10802,PLEKHG4B
10803,NUMBL
10804,MRI1
10805,CXCL2
10806,ETHE1
10807,PLCH2
10808,SP4
10809,MRPL41
10810,GPD2
10811,RHOBTB1
10812,GAL3ST1
10813,NDUFB4
10814,HSD17B11
10815,ZBTB12
10816,TMEM87A
10817,CACNA1E
10818,FAR1
10819,MEIS3P2
10820,SAMD4B
10821,TRIM4
10822,CIZ1
10823,NDUFV3
10824,PHETA2
10825,ERVK-6
10826,WWC3
10827,CEP97
10828,STT3A
10829,ETFBKMT
10830,FETUB
10831,CARD18
10832,ATP5MF
10833,OSGEP
10834,SHOX
10835,HS3ST5
10836,KRT85
10837,CPNE7
10838,C1GALT1
10839,FGF14
10840,ZNF354A
10841,POLE2
10842,PEX3
10843,PEAR1
10844,SERPINB8
10845,COPS9
10846,ARFIP1
10847,DPP10
10848,KCNK10
10849,MRTFB
10850,AFG2B
10851,RIMKLA
10852,PHC3
10853,SLAIN2
10854,SULT4A1
10855,DHTKD1
10856,DYNLRB2
10857,GP9
10858,VSTM2A
10859,NDUFB7
10860,SRSF5
10861,PLPPR1
10862,MICOS10
10863,TGOLN2
10864,PPOX
10865,GPR52
10866,SEPSECS
10867,NIP7
10868,SLC25A24
10869,DENND4A
10870,ANTXR2
10871,ECHS1
10872,SAMM50
10873,MUC17
10874,ZSCAN21
10875,ERVK-25
10876,LEFTY2
10877,H3-5
10878,RGMB
10879,AMD1
10880,WDHD1
10881,TUBA3D
10882,CHST5
10883,A3GALT2
10884,MFAP3
10885,NOC3L
10886,CFHR1
10887,CYB561
10888,CENPB
10889,ZBTB37
10890,SSX1
10891,LAGE3
10892,TRARG1
10893,TACC2
10894,PPM1N
10895,SLMAP
10896,ADAMTSL4
10897,THNSL2
10898,PPP1R3D
10899,EFHB
10900,TRAPPC8
10901,FBLN2
10902,MST1
10903,C1S
10904,NAA80
10905,COPZ1
10906,ZSCAN4
10907,CPT1B
10908,DUSP8
10909,ARL5B
10910,BHLHE22
10911,TBRG1
10912,INTS9
10913,ERMP1
10914,IPO4
10915,TSPY9
10916,ADAM20
10917,GBGT1
10918,POLI
10919,HMGCLL1
10920,OXT
10921,ELAC1
10922,CST11
10923,MED19
10924,PECR
10925,STARD10
10926,ERVK-11
10927,POP5
10928,PRSS12
10929,ST8SIA3
10930,ZNF572
10931,OBI1
10932,FAM50A
10933,ZBTB45
10934,COL24A1
10935,SP8
10936,HNRNPH1
10937,OSTN
10938,CLEC12A
10939,APOLD1
10940,CMTM3
10941,TEPSIN
10942,COQ2
10943,DDX18
10944,RGS21
10945,LAP3
10946,SPIC
10947,TMEM70
10948,EEF1AKMT2
10949,NUDT6
10950,FRMD4A
10951,GREB1L
10952,DLX4
10953,APOBR
10954,CSPP1
10955,LBX2
10956,TASP1
10957,GTF3A
10958,LIPT1
10959,RPS4Y1
10960,LRIF1
10961,POLR1E
10962,GMDS
10963,IL1RAPL2
10964,CDC20B
10965,TSEN34
10966,ZNF143
10967,POMT1
10968,PDE7A
10969,UCK1
10970,KBTBD8
10971,PCYT1B
10972,BBLN
10973,QPRT
10974,KRT71
10975,ZNF473
10976,PFN3
10977,MSL3
10978,HROB
10979,EVA1A
10980,PLET1
10981,SPNS1
10982,NUDT14
10983,CPNE9
10984,FBXO44
10985,CCDC80
10986,HAGH
10987,TBC1D17
10988,ZNF592
10989,ADAM28
10990,TAGLN2
10991,AGPAT1
10992,TBC1D2
10993,GPR89B
10994,JMJD8
10995,CYB5R2
10996,ZRSR2
10997,EIF3CL
10998,MILR1
10999,GPR65
11000,TPTE
11001,TMEM65
11002,VPS8
11003,GNG5
11004,SPRR1A
11005,GZMM
11006,MAP6D1
11007,MBLAC2
11008,PLP2
11009,ZFP91
11010,LIPH
11011,JMJD4
11012,CRISP3
11013,ARMC12
11014,ALDH1L1
11015,TEKT2
11016,KIFBP
11017,IYD
11018,CD207
11019,TMEM35A
11020,H2AZ2
11021,IQSEC2
11022,RAB6D
11023,NADK2
11024,HYDIN
11025,DENR
11026,GPRASP3
11027,KNDC1
11028,CLDN15
11029,PPP1R11
11030,SLC39A2
11031,H2AC1
11032,CLDN17
11033,DNHD1
11034,ARL4D
11035,MTMR1
11036,HYLS1
11037,AFF2
11038,CYP2D7
11039,TOMM40L
11040,TFAP2E
11041,ARHGAP27
11042,OTOP1
11043,RPIA
11044,SLC52A2
11045,ZNF638
11046,MC5R
11047,TMPRSS12
11048,RNF166
11049,TMIGD2
11050,TYSND1
11051,TNFRSF13B
11052,DOK1
11053,PRX
11054,CLDN14
11055,UCMA
11056,TMEM8B
11057,SAMD14
11058,S1PR5
11059,PCDHB13
11060,TRPM1
11061,EIPR1
11062,SPATA33
11063,HOXD8
11064,GDPD1
11065,IQUB
11066,BHLHA9
11067,JHY
11068,MAN1C1
11069,CD302
11070,RASA4B
11071,MT-ATP6
11072,SLC41A2
11073,EIF5AL1
11074,CCDC68
11075,EMB
11076,ARHGAP8
11077,FAT4
11078,HES4
11079,H2AB2
11080,CGRRF1
11081,RBM42
11082,CRLS1
11083,TRIM60
11084,SCG3
11085,MGAT2
11086,GALNT13
11087,AUH
11088,CEP126
11089,IGLV1-47
11090,ZNF174
11091,DDX51
11092,PTPRG
11093,TMTC4
11094,TRMT1
11095,NUDT13
11096,FAM3B
11097,MRAS
11098,FRMD8
11099,RTTN
11100,PRXL2B
11101,PPM1L
11102,KANSL1
11103,RNF151
11104,PCDHB3
11105,PDF
11106,ERVK-18
11107,ARPC5L
11108,RFLNB
11109,VARS2
11110,STIP1
11111,ACSM5
11112,TRAPPC13
11113,ACSF2
11114,SLAMF7
11115,PSAT1
11116,NAGPA
11117,RBMY1A1
11118,UNC5A
11119,TRNP1
11120,RSPO1
11121,SHROOM1
11122,CIAO1
11123,POP4
11124,L1RE1
11125,ADAM30
11126,WDR83
11127,MSMO1
11128,HIVEP3
11129,FITM1
11130,BMP8B
11131,TRMT61A
11132,PRAMEF6
11133,LUZP1
11134,EXO5
11135,ALDH8A1
11136,PANK3
11137,CAVIN4
11138,IDS
11139,LRFN4
11140,EYS
11141,ZBTB25
11142,H2BC17
11143,MPHOSPH6
11144,NHS
11145,RRP9
11146,CLDN6
11147,LASP1
11148,POMP
11149,GTPBP10
11150,IFRD1
11151,CAPN5
11152,HNRNPH3
11153,FRY
11154,POU2AF1
11155,LIPF
11156,EPOP
11157,TSHZ1
11158,PUM3
11159,DAD1
11160,ZNF256
11161,CPSF4
11162,TMX3
11163,EXTL1
11164,LSP1
11165,PTBP3
11166,FOLH1B
11167,PIGU
11168,ZNF341
11169,ZNF480
11170,CYP4Z1
11171,CPA3
11172,PCDHB14
11173,SPRR1B
11174,POLR2J
11175,GFM1
11176,RUFY4
11177,TAS2R16
11178,IL17RD
11179,IFFO1
11180,DEUP1
11181,MOB3B
11182,MAT2B
11183,LY9
11184,PPP1R35
11185,CPD
11186,GOLIM4
11187,SLC16A9
11188,ZFP41
11189,GALT
11190,ZNF91
11191,ATAD2
11192,OSCAR
11193,TRMT2A
11194,ZNF383
11195,H2AC4
11196,REEP3
11197,TMEM115
11198,GJA3
11199,ANKRD13C
11200,ZNF501
11201,PDIK1L
11202,ARMC9
11203,COA8
11204,DOK7
11205,MALL
11206,BEND6
11207,MEIKIN
11208,C8B
11209,TUNAR
11210,FAM3C
11211,MTBP
11212,EHF
11213,KRT37
11214,RAD21L1
11215,PAQR3
11216,TDRD5
11217,GSDMB
11218,CNN1
11219,SOCS4
11220,SGTB
11221,PPP4R4
11222,CDCA7L
11223,CYP4F22
11224,ARHGAP19
11225,UBOX5
11226,C1QL4
11227,PYCR1
11228,NOMO3
11229,SCO1
11230,DNAJB8
11231,A0A1B0GTQ1
11232,HGFAC
11233,GPRC5D
11234,AMPD2
11235,HSF2BP
11236,CORT
11237,RBAK
11238,FRAT1
11239,RNF148
11240,AFTPH
11241,FHL3
11242,PHF12
11243,CHST9
11244,ZNF322
11245,ZDHHC19
11246,ATP5PD
11247,CCDC92
11248,BCKDHA
11249,ST3GAL6
11250,KLHL7
11251,SLC16A6
11252,PIH1D2
11253,USP17L5
11254,FOXD4L4
11255,ZDHHC13
11256,ATP6V1G3
11257,MT1HL1
11258,H2AC6
11259,EMC6
11260,PAEP
11261,TMEM120A
11262,UNK
11263,SIVA1
11264,MFAP1
11265,CHST8
11266,GMPS
11267,AGBL2
11268,PZP
11269,HOMEZ
11270,ANO7
11271,ADAMTS10
11272,PPT2
11273,PRSS55
11274,KRT38
11275,TMPRSS3
11276,PCBP4
11277,B3GALT6
11278,TNNI1
11279,KPNA5
11280,NDUFAF4
11281,TRAPPC14
11282,IRF2BP1
11283,ZNF641
11284,TSFM
11285,HS3ST3B1
11286,DNAJB12
11287,FSIP2
11288,PFKFB4
11289,NDUFA3
11290,FBXO27
11291,HEPH
11292,CNIH1
11293,RIPPLY3
11294,NEXMIF
11295,RNF123
11296,LVRN
11297,H2BC5
11298,BOC
11299,CDK18
11300,RABGGTA
11301,OTUB2
11302,PTP4A2
11303,MTX1
11304,MIEN1
11305,ADAM22
11306,BBOX1
11307,ANAPC13
11308,NKTR
11309,ZNF436
11310,MUC5AC
11311,MZF1
11312,ZNF318
11313,POLR1D
11314,MLLT10
11315,SMU1
11316,IGKV1D-12
11317,LY6D
11318,PNPO
11319,WDR54
11320,MUSTN1
11321,ALDH6A1
11322,IGLV2-14
11323,FCGR1BP
11324,OXER1
11325,RNF38
11326,ATP5MG
11327,WBP4
11328,SYNGR3
11329,HMBS
11330,PLEKHJ1
11331,CBX7
11332,CCDC3
11333,TCL1A
11334,BANP
11335,NDUFB1
11336,ZNF554
11337,LRRC19
11338,MAP3K6
11339,NOP9
11340,SPRR2E
11341,NOA1
11342,MRPS31
11343,CARD17P
11344,ZBTB2
11345,DEGS2
11346,ATP5F1EP2
11347,MSMP
11348,CENATAC
11349,UPP2
11350,PRND
11351,VAT1
11352,POLN
11353,HNRNPUL1
11354,DDX27
11355,KRT78
11356,RGS18
11357,SKAP2
11358,SIT1
11359,TRAM1
11360,CMAHP
11361,RFX4
11362,CCNJL
11363,THOP1
11364,CA12
11365,KCNS3
11366,TNFRSF12A
11367,TACO1
11368,EBNA1BP2
11369,ZNF22
11370,IGKV4-1
11371,ARSG
11372,CLEC10A
11373,XPNPEP3
11374,ESX1
11375,GJD2
11376,MRPS23
11377,POLR2C
11378,TEF
11379,RAPGEF5
11380,SYNPO2L
11381,GNG8
11382,NEFM
11383,PNPLA5
11384,FBXO17
11385,IHO1
11386,FCGRT
11387,BCL2L13
11388,FXYD6
11389,LHFPL5
11390,ACSM4
11391,MAD2L1BP
11392,HPSE2
11393,GSKIP
11394,TNPO3
11395,GPR35
11396,SPTSSA
11397,OSBPL9
11398,LPP
11399,RTP4
11400,ADGRE1
11401,MRPL43
11402,ZNF76
11403,KRT3
11404,PELI3
11405,RCL1
11406,ARHGEF4
11407,LARS2
11408,DNAJC24
11409,SUMF1
11410,SYS1
11411,SLC5A12
11412,MED9
11413,RRBP1
11414,IGSF21
11415,PPM1H
11416,AADAC
11417,C17orf99
11418,ATXN2L
11419,RABGGTB
11420,RPP21
11421,GTSE1
11422,RAMAC
11423,USP17L3
11424,RASSF9
11425,PRSS8
11426,AFP
11427,PON2
11428,MT-CO3
11429,GALNT7
11430,SPICE1
11431,NUP210
11432,ENOX1
11433,SPIB
11434,VPS50
11435,ETNK1
11436,ASXL3
11437,ATP5ME
11438,BMT2
11439,TAFA2
11440,INPP1
11441,ARMT1
11442,AFF4
11443,UBE4A
11444,NPRL2
11445,GHDC
11446,POU6F2
11447,BORCS8
11448,ALPI
11449,ZNF34
11450,COG6
11451,UNC5CL
11452,COX7B
11453,RALGDS
11454,ZFPL1
11455,CA3
11456,MEP1B
11457,ZNF488
11458,AFMID
11459,VILL
11460,SLC12A9
11461,RPL3L
11462,SPATA22
11463,NSUN3
11464,DDX24
11465,SPAG16
11466,FAXDC2
11467,ZNF777
11468,KRT26
11469,MFNG
11470,ANGEL1
11471,CNOT10
11472,SLTM
11473,TRIM43
11474,LARGE2
11475,PRSS42P
11476,KIF6
11477,SQOR
11478,PKHD1L1
11479,ZNF503
11480,ZNF330
11481,C1QL3
11482,METTL17
11483,TRIML2
11484,TTC36
11485,MMAA
11486,TRDMT1
11487,TMC2
11488,CACFD1
11489,APOF
11490,WDR18
11491,TSPOAP1
11492,COX7A2
11493,AP4S1
11494,ICMT
11495,ADIG
11496,COL4A4
11497,ISCA2
11498,CFAP54
11499,TAFA5
11500,MANBA
11501,LRBA
11502,FCF1
11503,FOXD4L3
11504,LGALS9B
11505,ECM2
11506,RABGAP1L
11507,RBP5
11508,ABTB1
11509,GPR55
11510,C7
11511,ZBTB39
11512,GCDH
11513,TFG
11514,CRELD1
11515,LGALS9C
11516,HPS3
11517,TMEFF2
11518,MOGS
11519,TNFRSF25
11520,CAMK2N1
11521,SERPINB2
11522,RMND5B
11523,BLVRA
11524,GJA10
11525,GSDMC
11526,INTS6
11527,DDX52
11528,MOB4
11529,SCN4A
11530,CLCA3P
11531,FMOD
11532,CAVIN2
11533,TAS1R2
11534,EBF4
11535,NDST3
11536,HTD2
11537,TREX2
11538,BRMS1L
11539,SGCE
11540,HIBADH
11541,TBC1D30
11542,MAFK
11543,DNAJC11
11544,NBEAL2
11545,SLC37A4
11546,BFSP1
11547,PEG3
11548,DNAJB13
11549,CLVS1
11550,TTC19
11551,RPS27AP5
11552,C19orf12
11553,CD96
11554,CINP
11555,WDR3
11556,SNX8
11557,DSC1
11558,CIPC
11559,AGPAT4
11560,BEST2
11561,U2AF1L4
11562,PDP1
11563,EID2B
11564,LDHD
11565,ZNF446
11566,ZNF74
11567,ACY3
11568,THTPA
11569,DNAL4
11570,KCNAB3
11571,PDE1C
11572,PKIA
11573,MAFA
11574,CKMT1A
11575,FOXD4L5
11576,SLFN13
11577,CKMT2
11578,H2AC11
11579,ACKR1
11580,CNTROB
11581,PDIA5
11582,CLEC11A
11583,ZNF3
11584,LY75
11585,SAP130
11586,ALG8
11587,DNTTIP1
11588,VKORC1L1
11589,KCNV1
11590,ARFGAP2
11591,ISCA1
11592,CFAP70
11593,TSPY10
11594,COQ8A
11595,PPP4R3A
11596,GTF3C6
11597,INIP
11598,ELMO2
11599,HSF4
11600,DET1
11601,SHQ1
11602,PCGF1
11603,BTBD18
11604,ST13
11605,NRAP
11606,BAHD1
11607,MTMR8
11608,FRMPD1
11609,CASP12
11610,B3GALT1
11611,SLC10A6
11612,OR8J2
11613,MARCHF3
11614,CFHR2
11615,KLF8
11616,AOAH
11617,CHD9
11618,ADAM18
11619,RBP2
11620,HES3
11621,PGS1
11622,EAPP
11623,ALS2CL
11624,NRF1
11625,ART4
11626,TRIM75
11627,DUOXA1
11628,CBLN2
11629,SIGIRR
11630,VPS9D1
11631,SMDT1
11632,FOXD4L1
11633,IGLV3-19
11634,TRMT6
11635,FIGNL2
11636,CNDP2
11637,CLVS2
11638,IL17RB
11639,ZDHHC23
11640,UBAC2
11641,TIFA
11642,VSX2
11643,GPX7
11644,FNTB
11645,CXXC4
11646,LPIN3
11647,ASRGL1
11648,OTOA
11649,CDK2AP2
11650,DESI2
11651,DOCK11
11652,GADD45GIP1
11653,NAALAD2
11654,SRSF4
11655,RIC8B
11656,MBLAC1
11657,TRA2A
11658,CPNE2
11659,CDK17
11660,ADHFE1
11661,PGLS
11662,SRXN1
11663,TERB1
11664,TMEM147
11665,ADAL
11666,ZNF521
11667,EPS8L3
11668,MYOM2
11669,MAB21L2
11670,MRPS9
11671,RAD54L2
11672,NAIF1
11673,PNRC2
11674,PXYLP1
11675,NHLH1
11676,GGT7
11677,GINS3
11678,SERTAD2
11679,CR1L
11680,KICS2
11681,RBMY1E
11682,PCDHB4
11683,ZNF668
11684,TARS2
11685,ZNF106
11686,MFSD2B
11687,RPAIN
11688,SETBP1
11689,PPP2R2A
11690,SPTSSB
11691,FOXD2
11692,FADS2
11693,PSMD8
11694,CDADC1
11695,TSPYL1
11696,AP5M1
11697,CTU1
11698,RNF212
11699,EGR4
11700,SPOCD1
11701,ABHD15
11702,FUNDC2
11703,PSG3
11704,ZBTB26
11705,HEPACAM
11706,SIGLEC6
11707,NIF3L1
11708,OR6B3
11709,CYP51A1
11710,CLCA4
11711,MBNL2
11712,CCL27
11713,NAA60
11714,GLRX
11715,CIAO2A
11716,IGHV3-23
11717,CAPZA3
11718,TMEM14C
11719,RABEPK
11720,ACTR10
11721,PIP4P2
11722,TBX22
11723,ZNF431
11724,RBMY1F
11725,REPIN1
11726,FABP6
11727,PPP2R5E
11728,SYN3
11729,PLEKHG4
11730,KCNH6
11731,ACBD5
11732,ZNF358
11733,LMO1
11734,PPM1K
11735,PNCK
11736,CLEC1B
11737,CTTNBP2NL
11738,CLCNKA
11739,MMP26
11740,GJC3
11741,YIPF2
11742,PLSCR4
11743,GPRC5C
11744,GRAMD4
11745,NT5C3B
11746,TOGARAM1
11747,CLPS
11748,RAD9B
11749,WDR75
11750,RTF2
11751,SLC66A1
11752,O00370
11753,DPH2
11754,CA5B
11755,P2RY13
11756,RNPEP
11757,SLC48A1
11758,FKBP7
11759,METTL8
11760,KLHL13
11761,SLC17A2
11762,OR8U1
11763,NRBF2
11764,GPR148
11765,HMGN1
11766,SLC38A6
11767,B3GNT8
11768,WASHC3
11769,EEF1B2
11770,TNRC6B
11771,DIRAS3
11772,FGF11
11773,ENOX2
11774,CELF5
11775,IL32
11776,EFNA4
11777,SFTPC
11778,LDLRAD4
11779,ABCA10
11780,MCFD2
11781,PPY
11782,CAPN7
11783,THUMPD3
11784,KRT24
11785,CCDC62
11786,CRYGD
11787,HEBP2
11788,TENT5A
11789,LHPP
11790,PABPC1L2A
11791,TOP1MT
11792,VSNL1
11793,SNX15
11794,ZNF513
11795,MRPS7
11796,SDK1
11797,ASZ1
11798,AEBP2
11799,TRIM48
11800,DDX53
11801,SP2
11802,KRT86
11803,MYCBP
11804,TMEM237
11805,FAT2
11806,FHOD3
11807,C1QL2
11808,MRPL32
11809,USB1
11810,MTERF3
11811,SLC22A17
11812,ARK2N
11813,NPBWR2
11814,RAB19
11815,UGT1A6
11816,KDSR
11817,GNG4
11818,PMPCA
11819,PELI2
11820,PLA2G12A
11821,ZNF232
11822,FNDC5
11823,OR5B12
11824,H2BC18
11825,RTP1
11826,ZMAT2
11827,SCARA5
11828,MRPL42
11829,GRK1
11830,PTH2R
11831,CFAP418
11832,IPCEF1
11833,PIGV
11834,SPOPL
11835,NECTIN4
11836,MRPL15
11837,GINS2
11838,ZBTB21
11839,SLC9B1
11840,PALM3
11841,OR10J1
11842,RPS19BP1
11843,CACNA1I
11844,SMG9
11845,ZFAND1
11846,UEVLD
11847,CA13
11848,COL9A3
11849,STK33
11850,IGLV3-25
11851,KRT73
11852,CRYL1
11853,MRPL23
11854,HOXA4
11855,GALP
11856,ZSCAN26
11857,MS4A2
11858,SLCO1B7
11859,ARID3C
11860,ZC3H15
11861,TNIP3
11862,LRIG1
11863,GZF1
11864,SPR
11865,ACSS3
11866,CCDC38
11867,KAZALD1
11868,RBMY1D
11869,KCNF1
11870,HSD17B13
11871,TXNL4B
11872,GTF2H2C
11873,ZCRB1
11874,OCSTAMP
11875,TRIM10
11876,MYMX
11877,CABS1
11878,ZNF438
11879,LMAN1L
11880,FIBP
11881,ERH
11882,SURF1
11883,CDC123
11884,POGLUT2
11885,HSPB8
11886,GTF3C2
11887,SERGEF
11888,ZBTB40
11889,IGHV3-7
11890,TNFRSF9
11891,RFX1
11892,TNRC6C
11893,MRPL9
11894,ZSCAN10
11895,ANXA8L1
11896,ACRBP
11897,UTP14C
11898,ASB1
11899,FOXQ1
11900,PUS3
11901,ALPP
11902,KLHL14
11903,PRAM1
11904,QRSL1
11905,PLAAT5
11906,GSTT1
11907,PACS1
11908,ADAMTS18
11909,DNALI1
11910,TLCD3B
11911,EBAG9
11912,BICDL1
11913,IL22RA1
11914,ZNF609
11915,FOXD4L6
11916,NAGS
11917,PSG4
11918,KRT6C
11919,NOL7
11920,STMN4
11921,FYB2
11922,TMEM232
11923,STAC2
11924,S100G
11925,HCAR2
11926,DNTTIP2
11927,YJU2
11928,ZNF536
11929,MSL2
11930,PPIC
11931,ZC3H12D
11932,RPN2
11933,SRP72
11934,CCDC91
11935,USP17L1
11936,CARS1
11937,SLC39A11
11938,VSIG4
11939,PMCHL1
11940,ZNF764
11941,HACD2
11942,KCNN3
11943,DBX1
11944,PPP2R2B
11945,IL22
11946,TARS1
11947,KCMF1
11948,TPD52
