,gene_name
16978,RGPD5
16979,DEFB131A
16980,EHBP1L1
16981,SCAMP4
16982,UGT2A3
16983,MEGF11
16984,RSPH14
16985,CISD3
16986,PGAP2
16987,SPACA1
16988,PCDHA8
16989,SH3D21
16990,BZW2
16991,GOLGA8N
16992,GDF1
16993,SERTAD3
16994,RCBTB1
16995,MAGEB4
16996,OCEL1
16997,GGN
16998,MTRNR2L9
16999,LYPD5
17000,SSBP4
17001,SLC35F1
17002,SPANXA1
17003,FAM120A
17004,CLASRP
17005,PRSS27
17006,AGBL3
17007,WFDC10A
17008,LY6G5B
17009,OST4
17010,ARSF
17011,MS4A3
17012,FABP5P3
17013,NACA4P
17014,MYCT1
17015,OIT3
17016,SERF2
17017,PRSS53
17018,LOC102723996
17019,XNDC1N
17020,COX14
17021,TRBV25-1
17022,TRBV11-2
17023,RPS26P11
17024,HS3ST1
17025,CDIN1
17026,IFI44L
17027,TRBV7-4
17028,PCDHGB7
17029,TRBV20-1
17030,CEACAM19
17031,ASB8
17032,COX6A2
17033,TMEM150B
17034,S100Z
17035,TASOR2
17036,HERC2P3
17037,GOLGA8S
17038,TRBV6-4
17039,IGSF3
17040,PCDHB7
17041,KRTAP6-2
17042,IGLJ1
17043,SPATA25
17044,STAP2
17045,TIMM23B
17046,TRBV17
17047,PCDHGA10
17048,SNX21
17049,PILRA
17050,NUDCD1
17051,DENND2D
17052,SAA2
17053,SSBP2
17054,SLC35G2
17055,LYPD4
17056,TRBV4-1
17057,PPP1R2P1
17058,GULP1
17059,RBMXL3
17060,SCML4
17061,RFTN2
17062,LGALS16
17063,INKA1
17064,RNPEPL1
17065,CPHXL
17066,PHRF1
17067,GTPBP8
17068,CRAMP1
17069,FKBP14
17070,DEFB121
17071,BLCAP
17072,PXT1
17073,ERI2
17074,TRGV4
17075,BTNL10P
17076,MBD3L5
17077,LRRC61
17078,PYURF
17079,CCZ1B
17080,GFOD1
17081,UBE2U
17082,ARGLU1
17083,NRGN
17084,PIPSL
17085,INE1
17086,TMEM132E
17087,KCNRG
17088,ANKRD50
17089,PALD1
17090,RIMOC1
17091,S100PBP
17092,SPNS3
17093,BPIFB2
17094,MTRNR2L6
17095,ENO4
17096,CD300LB
17097,LYPD6B
17098,MOSPD3
17099,NUDT16L1
17100,SLC23A3
17101,ZNF200
17102,EPB41L4A
17103,ST7
17104,PNRC1
17105,SNTN
17106,GSTCD
17107,KRTAP3-3
17108,GPX6
17109,LANCL3
17110,FER1L5
17111,TRBV23-1
17112,CRYBB3
17113,ZNF385C
17114,MTMR10
17115,HMGB1P1
17116,TMEM256
17117,ARFGEF3
17118,BPY2
17119,LY6G5C
17120,AKAP14
17121,CLRN3
17122,ZCCHC2
17123,C3orf62
17124,NAALADL2
17125,ARB2BP
17126,GABPB2
17127,ARMS2
17128,PIANP
17129,RHBDL3
17130,SPATA4
17131,FAM209B
17132,TRBV27
17133,GOLGA8Q
17134,EFCAB2
17135,FUNDC1
17136,MAGEH1
17137,CMIP
17138,GPR78
17139,CTRB2
17140,PLCXD2
17141,PCDHA12
17142,PAAT
17143,ARHGAP20
17144,CCDC102B
17145,TECRL
17146,DEFB108B
17147,TRBV7-7
17148,RLN3
17149,MARCHF10
17150,MFSD14B
17151,HSPB3
17152,LSM14B
17153,FRMD3
17154,NPB
17155,PCDHGA6
17156,ISOC2
17157,MUCL1
17158,SRARP
17159,PAIP2B
17160,BEST4
17161,MSMB
17162,LINGO1
17163,AGAP9
17164,RNASE12
17165,AGAP6
17166,PRKY
17167,EDARADD
17168,PIGS
17169,BTBD2
17170,DPYSL4
17171,DNAJC14
17172,TRBV6-3
17173,PTAR1
17174,MLN
17175,TKTL2
17176,KRTAP29-1
17177,RBM18
17178,TBC1D3D
17179,CCDC12
17180,TRBV6-5
17181,PCDHGA7
17182,ZPLD1
17183,GIPC2
17184,LCORL
17185,CST8
17186,ATRNL1
17187,DIP2C
17188,SYNE4
17189,TGM6
17190,PCDH10
17191,TMEM52B
17192,PGGHG
17193,ERI3
17194,PSD3
17195,CRYBB1
17196,C3orf38
17197,DPY19L4
17198,OPA3
17199,SERPINB11
17200,TRGV5
17201,OVCA2
17202,TMEM184C
17203,TRBV5-4
17204,ENTREP3
17205,TRBV5-3
17206,PAQR6
17207,SPATA31A1
17208,LCE2B
17209,HEMGN
17210,TMEM151A
17211,MAGEB6
17212,TMEM132B
17213,DCAF10
17214,TRAV25
17215,DTWD1
17216,LMF2
17217,HSH2D
17218,TRGV8
17219,HDDC2
17220,LRRC1
17221,B4GALNT3
17222,XKR9
17223,VMAC
17224,TRAM1L1
17225,CGB2
17226,FAM151B
17227,IGFL3
17228,CCDC198
17229,NBEAL1
17230,CCDC182
17231,VSIG1
17232,TMEM183A
17233,XKR4
17234,GUCA2A
17235,GJB7
17236,PLEKHB2
17237,RGPD3
17238,ALDH16A1
17239,RNF227
17240,TMEM268
17241,IGHJ1
17242,VSTM2L
17243,FBXO28
17244,ASPDH
17245,PRR19
17246,MCEMP1
17247,VMO1
17248,FAM114A1
17249,ASB5
17250,HPCAL4
17251,KRTAP4-8
17252,LRRC34
17253,SAAL1
17254,CERCAM
17255,RSBN1L
17256,TRMO
17257,C1GALT1C1L
17258,MAFIP
17259,LRATD1
17260,TBC1D9
17261,SPMIP9
17262,PRSS38
17263,GAB3
17264,SELENOW
17265,DCST2
17266,SSR3
17267,KNOP1
17268,CPAMD8
17269,TM6SF1
17270,ACTRT3
17271,MINDY4
17272,CLBA1
17273,CZIB
17274,SMIM46
17275,ITLN2
17276,CASD1
17277,NDUFAF8
17278,IFI27L2
17279,MARCHF11
17280,TMEM116
17281,ZBTB44
17282,MFSD4A
17283,PIGO
17284,CCDC85C
17285,TRBV5-7
17286,GPATCH11
17287,ATPAF1
17288,MFSD6
17289,CTRC
17290,ELAVL3
17291,MTCP1
17292,RSPH10B2
17293,GAGE7
17294,PSORS1C2
17295,USP17L23
17296,TMC3
17297,PPP1R14A
17298,AKR1E2
17299,TAS2R36
17300,WBP1
17301,LGALS14
17302,METTL21EP
17303,NAT9
17304,SATL1
17305,UBL4B
17306,MKRN4P
17307,TRAV12-3
17308,SPATA20
17309,CYYR1
17310,MAGEB10
17311,KRTAP10-10
17312,KRTAP8-1
17313,ACTMAP
17314,GASK1A
17315,COL20A1
17316,DSCR4
17317,PTCHD4
17318,FBXO39
17319,ZNF747
17320,KLHL36
17321,MAGEA8
17322,HS6ST2
17323,LRCH3
17324,HSFX4
17325,KRTAP9-2
17326,KRTAP12-4
17327,FAM81A
17328,IGKV3OR2-268
17329,CNTN3
17330,UQCC4
17331,KRBA1
17332,PCDHGB2
17333,DNAAF9
17334,GPR75
17335,KRTAP5-4
17336,RAB42
17337,KRTAP17-1
17338,HRES1
17339,FRMPD3
17340,GARIN1B
17341,KRTAP10-6
17342,ZDBF2
17343,CWH43
17344,HDDC3
17345,TMEM132C
17346,LCN9
17347,NALF1
17348,TMEM92
17349,HMGXB3
17350,CRYBG1
17351,DHRS4L2
17352,MPPED1
17353,SLFN5
17354,MANEA
17355,TMEM176A
17356,LINC01558
17357,C8orf90
17358,METTL25B
17359,EOGT
17360,PRSS29P
17361,TMEM130
17362,LMF1
17363,DEFB107A
17364,C1orf50
17365,RNF113B
17366,WT1-AS
17367,RSRP1
17368,VAT1L
17369,KIR3DX1
17370,IGFL2
17371,NOL4L
17372,MAGEB5
17373,NYAP2
17374,TAS2R42
17375,MS4A14
17376,UGT3A2
17377,DHRS13
17378,SPATA31D1
17379,MS4A12
17380,KRTAP9-8
17381,MANSC1
17382,SH3BP2
17383,KRTAP19-7
17384,SERPINA11
17385,PRR16
17386,PROSER3
17387,TRAV12-1
17388,HSPBAP1
17389,NXPH3
17390,GAGE4
17391,XKR5
17392,SPAG7
17393,SPRING1
17394,GDAP2
17395,DLEU7
17396,BTBD7
17397,HGH1
17398,KRTAP4-4
17399,FAM86B1
17400,ACBD4
17401,SAMD12
17402,C14orf119
17403,MFSD11
17404,C6orf52
17405,STARD7
17406,LCN15
17407,TMEM125
17408,LENG1
17409,HMSD
17410,HIGD1B
17411,KRTAP27-1
17412,TRAV35
17413,SPMIP11
17414,PIN1P1
17415,BRI3BP
17416,SEC11B
17417,TCEANC
17418,ANKS3
17419,YDJC
17420,CATR1
17421,DENND6B
17422,SSX5
17423,LCN8
17424,TMEM185A
17425,GNG14
17426,SVOPL
17427,PCNX2
17428,LOC402624
17429,SCGB2A2
17430,B3GALT9
17431,ZMYM1
17432,HPCAL1
17433,NRIP3
17434,TPSD1
17435,NAP1L5
17436,KRTAP19-3
17437,TMEM222
17438,DEFB108A
17439,TSTD2
17440,BPESC1
17441,SCGB2A1
17442,PET100
17443,RSPH3
17444,GPATCH4
17445,MAGEA12
17446,SPATA31E1
17447,NOXRED1
17448,MCHR2
17449,LAMB4
17450,ASPHD2
17451,SCGB3A2
17452,LYZL1
17453,PRR4
17454,CFAP95
17455,SEC14L3
17456,PNMA2
17457,TMEM121
17458,PI4KAP2
17459,FAM174B
17460,COLGALT2
17461,CCDC116
17462,HDHD3
17463,TLNRD1
17464,RTL3
17465,CPVL
17466,EDDM3A
17467,YPEL2
17468,MYOM3
17469,C0HLV8
17470,Q6Q795
17471,AFF1
17472,LCE1A
17473,ADAM5
17474,C21orf140
17475,HECTD2
17476,TATDN2
17477,MFSD9
17478,POM121L1P
17479,CIMAP1D
17480,MXRA7
17481,TAF11L7
17482,GLT1D1
17483,GCNT7
17484,FAM217B
17485,KRTAP12-2
17486,CABLES2
17487,COA4
17488,FAM8A1
17489,TRMT13
17490,FRMD8P1
17491,SMCO4
17492,SSX4
17493,GLOD4
17494,CLEC19A
17495,ZSWIM6
17496,KRTAP4-2
17497,DCAF12L1
17498,TM4SF1
17499,ZNF861P
17500,KRTAP2-3
17501,CALHM4
17502,C1QTNF6
17503,FBXL18
17504,AAMDC
17505,LMNTD2
17506,RSPH10B
17507,GPR82
17508,NXPH2
17509,TRAV13-1
17510,PAPLN
17511,TSR2
17512,GYPC
17513,TMEM131
17514,TRAV4
17515,DHRS4L1
17516,KRTAP9-3
17517,SIKE1
17518,SMIM24
17519,PRB1
17520,LCA5L
17521,PLEKHO2
17522,DEFB129
17523,LRRC40
17524,KRTAP15-1
17525,CCDC89
17526,GAGE1
17527,KCNQ1DN
17528,FGFR1OP2
17529,MAP3K7CL
17530,ABHD14A
17531,KCTD15
17532,TTC23
17533,TRAV1-2
17534,ZFTRAF1
17535,KRTAP2-4
17536,SMIM44
17537,CAPN13
17538,SYCE1L
17539,TAAR2
17540,C3orf84
17541,VCX2
17542,NAT1
17543,TAF11L6
17544,TAAR1
17545,EXOC3L2
17546,ANKRD33
17547,EEF1DP3
17548,PLCXD1
17549,CCDC187
17550,ECHDC2
17551,KLHDC9
17552,P3R3URF
17553,SERHL
17554,LINC00470
17555,KRTAP6-3
17556,TBC1D3C
17557,CCDC9
17558,UBAP1L
17559,KTI12
17560,EVI2A
17561,P2RY10
17562,TMEM104
17563,SSX3
17564,MRGPRX4
17565,KRTAP19-2
17566,CST9
17567,TRDV2
17568,AKR1C8
17569,ZNF385D
17570,VWA7
17571,DEFB135
17572,SPACA6
17573,TRAV30
17574,MTCL3
17575,SLC35F2
17576,ANKRD28
17577,SBSN
17578,SAP25
17579,CASKIN2
17580,PLIN4
17581,ASB17
17582,GSG1
17583,CRYGN
17584,MB21D2
17585,CFAP90
17586,LYZL2
17587,SPHKAP
17588,KRTAP24-1
17589,PRRC2B
17590,TM2D3
17591,GPR146
17592,VSIG8
17593,ACP7
17594,PGAP4
17595,TTMP
17596,FTCDNL1
17597,CST9LP1
17598,KRTAP4-3
17599,SRL
17600,C0HM83
17601,SH2D4A
17602,PRB4
17603,KRTAP5-2
17604,IQCH
17605,NLRP8
17606,KRT222
17607,MIR9-1HG
17608,C2CD2
17609,GSTT4
17610,OLFML3
17611,DDIT4L
17612,NUTM1
17613,MRGPRE
17614,TBC1D22B
17615,CIB4
17616,CCDC90B
17617,ALG1L2
17618,ZFAND3
17619,RASSF4
17620,TMEM276
17621,CEFIP
17622,DEFB116
17623,C11orf97
17624,TIGD7
17625,GLB1L3
17626,COX8C
17627,SLC7A5P2
17628,LRRC3C
17629,CELA3B
17630,MDP1
17631,FKBP9P1
17632,CCDC59
17633,FBXO48
17634,KRTAP19-1
17635,FER1L4
17636,LAIR2
17637,ZNRD2
17638,CFAP46
17639,MCTS2
17640,LINC-PINT
17641,SLC9B1P1
17642,TRAV5
17643,TSPAN13
17644,KRTAP16-1
17645,DMKN
17646,ST13P4
17647,TMEM68
17648,C6orf120
17649,TAS2R45
17650,KRTAP13-2
17651,CACHD1
17652,CLUH
17653,KRTAP19-4
17654,MTRF1
17655,LRIT1
17656,CFAP276
17657,FBXW10B
17658,FBXO15
17659,TBC1D3L
17660,CCDC172
17661,TEX9
17662,FGFBP2
17663,LRRTM4
17664,CREG2
17665,SPMIP8
17666,CCDC174
17667,BEND7
17668,SPATA31C2
17669,PCDH11X
17670,GARIN3
17671,DEFB131B
17672,KRTAP5-3
17673,LHFPL3
17674,PHYHIP
17675,SPATA31D3
17676,CCDC85A
17677,KRTAP5-11
17678,SLC22A18AS
17679,FAM156A
17680,TMEM262
17681,PLEKHH3
17682,SFI1
17683,AGR3
17684,TBC1D3H
17685,PRSS47P
17686,NICN1
17687,KRTAP12-3
17688,MAGEA9
17689,LEAP2
17690,LSM12
17691,CARD6
17692,SCAND1
17693,UFSP1
17694,CCDC106
17695,TMEM207
17696,TMEM106C
17697,INSYN1
17698,KIAA0930
17699,THNSL1
17700,TEX13A
17701,ERICH3
17702,KRTAP13-3
17703,JAKMIP3
17704,C19orf47
17705,TSPAN10
17706,MSLNL
17707,CALHM5
17708,PLSCR5
17709,SPAG11A
17710,PPP4R1L
17711,ATXN7L3B
17712,ERVW-1
17713,NXPE4
17714,SCAND2P
17715,ANKRD39
17716,LRRC39
17717,KRTAP4-11
17718,TMEM178A
17719,NLRP13
17720,KRTAP5-7
17721,TMIE
17722,KHDC1L
17723,EDRF1
17724,INS-IGF2
17725,KRTAP10-8
17726,PLAC1
17727,NALF2
17728,LPAL2
17729,JRKL
17730,YPEL3
17731,FBXO33
17732,WSB2
17733,FAM215A
17734,PRB2
17735,SUSD6
17736,TBC1D3I
17737,TMEM184B
17738,SBSPON
17739,GIG44
17740,C1orf210
17741,GPR180
17742,EML6
17743,PNLIPRP3
17744,NDUFC2-KCTD14
17745,SPATA31A3
17746,RESP18
17747,DSCR10
17748,POLGARF
17749,ARMC2
17750,PBDC1
17751,SEC14L4
17752,TRAV36DV7
17753,TRAV12-2
17754,CALML3
17755,LYRM2
17756,COMMD8
17757,KRTAP21-2
17758,ERMARD
17759,SPO16
17760,SYNPR
17761,MUC19
17762,MENT
17763,TCERG1L
17764,OTOS
17765,TMCO2
17766,ACBD7
17767,SPACDR
17768,CORO2A
17769,TTC9B
17770,FBXL6
17771,DMAC1
17772,CYRIA
17773,DEFB113
17774,KRTAP5-6
17775,CDCP1
17776,C6orf163
17777,PRB3
17778,KRTAP10-4
17779,SDR42E1
17780,CNPY4
17781,LRRC49
17782,DNAJB3
17783,TRAV24
17784,KRTAP23-1
17785,PRR3
17786,RBFA
17787,AQP5-AS1
17788,GUSBP1
17789,PBOV1
17790,NXNL2
17791,THAP8
17792,LINC00474
17793,GAB4
17794,GXYLT2
17795,SCRN3
17796,ACRV1
17797,MAGEA5P
17798,CFAP119
17799,SLC66A1L
17800,AMN1
17801,C12orf4
17802,GUCD1
17803,TPT1P8
17804,MROH7
17805,ANKRD40
17806,RWDD2B
17807,PRIMA1
17808,UBL3
17809,MRFAP1
17810,TCEAL1
17811,ACYP2
17812,SPRYD4
17813,UNC93A
17814,MAGEB3
17815,COBLL1
17816,KRTAP4-9
17817,PHOSPHO2
17818,EPHX4
17819,TMEM242
17820,DEPDC7
17821,IGKV1OR2-108
17822,CC2D2B
17823,TRAV26-1
17824,ANKRD42
17825,TRAV6
17826,LY6G6F
17827,PCDH19
17828,TMEM245
17829,FAM241B
17830,LCE3D
17831,KRTAP10-9
17832,ICA1L
17833,PRSS48
17834,TMEM215
17835,SEPTIN14P20
17836,SPINK4
17837,SIPA1L2
17838,TM4SF4
17839,SERPINA13P
17840,LINGO3
17841,TBC1D3B
17842,KIF25-AS1
17843,TRAV21
17844,GIMAP4
17845,RAD51AP2
17846,FLYWCH2
17847,TAS2R33
17848,MTMR11
17849,UBE3B
17850,TMC7
17851,EFHD2
17852,UBN2
17853,RNASE9
17854,PHF3
17855,MRGPRG
17856,TTC39A
17857,ANKFN1
17858,FAM53C
17859,KRTAP5-1
17860,LENG8
17861,DEFB134
17862,COMMD10
17863,TMUB2
17864,ASB18
17865,ZFR2
17866,FSD1L
17867,TMEM51
17868,CASTOR3P
17869,RAVER2
17870,CFAP144P1
17871,GAS8-AS1
17872,NCBP2L
17873,LIX1L
17874,C2orf42
17875,IQCD
17876,LILRA6
17877,GVINP1
17878,TAF11L8
17879,GCSAML
17880,LRRC43
17881,WIPF2
17882,MCF2L2
17883,C22orf23
17884,TMEM219
17885,CLUL1
17886,GAGE2B
17887,DMRTC1
17888,TBC1D3E
17889,ETFRF1
17890,LINC02914
17891,SLC49A3
17892,TAAR6
17893,CXorf1
17894,SPINK9
17895,PRSS54
17896,TAF11L10
17897,TENT5D
17898,CCDC81
17899,CNBD2
17900,SPATA31C1
17901,JAKMIP2
17902,TMEM101
17903,CFAP96
17904,PRR12
17905,PHYHD1
17906,SPATA31D4
17907,SMAP
17908,PRR13
17909,STEAP1B
17910,TROAP
17911,TRAV17
17912,CPLANE1
17913,TRAV34
17914,ANKMY2
17915,KRTAP12-1
17916,ODAPH
17917,ZER1
17918,DSCR9
17919,SPATS2
17920,NSUN7
17921,COX16
17922,TIGD3
17923,PTCRA
17924,C1QTNF9B
17925,TBC1D3K
17926,ARMC6
17927,PATE1
17928,VCX3A
17929,AADACL2
17930,TRAV10
17931,SLC7A5P1
17932,AFDN-DT
17933,TRAV23DV6
17934,KRTAP9-4
17935,MED13L
17936,CPSF4L
17937,Q9N2K0
17938,CNPY3
17939,ANKRD26
17940,ABCF2
17941,SUPT20HL1
17942,TRAV13-2
17943,TRAV20
17944,HSDL1
17945,AXDND1
17946,METTL24
17947,TMEM145
17948,UBR7
17949,RNASE13
17950,KRTAP10-7
17951,TAAR8
17952,CD82
17953,HMGN2P46
17954,LCN6
17955,PAPPA-AS1
17956,CDHR4
17957,CIMAP1B
17958,TMPRSS9
17959,KRTCAP2
17960,SLC7A4
17961,MORN3
17962,ACBD6
17963,OTUD1
17964,RIG
17965,NKAIN1
17966,C1orf115
17967,DSCR8
17968,MEDAG
17969,NXPH4
17970,KRTAP10-5
17971,LEG1
17972,PAQR9
17973,RELCH
17974,CFAP144
17975,TRAV26-2
17976,FAM72A
17977,MAGEC1
17978,SAXO4
17979,PPP1R26
17980,LIPJ
17981,GLT8D2
17982,GLYATL3
17983,TMEM54
17984,CFAP299
17985,TIGD5
17986,KRTAP4-12
17987,TMPRSS7
17988,TIGD4
17989,C8orf88
17990,SMIM11
17991,ZNF608
17992,ASB14
17993,OCM
17994,TATDN3
17995,LIX1
17996,KANK3
17997,PVALEF
17998,LCN12
17999,TMEM164
18000,FAM174C
18001,TNXA
18002,TMEM88B
18003,DPPA5
18004,KRTAP4-1
18005,LENEP
18006,RRP15
18007,KIR3DL2
18008,SERTM1
18009,PDZK1IP1
18010,NKAIN4
18011,ANKRD30B
18012,RPL39P5
18013,TSPAN31
18014,OOSP2
18015,MIIP
18016,PTPRCAP
18017,MUC21
18018,LRATD2
18019,CORO6
18020,TOP6BL
18021,SDIM1
18022,TRAV7
18023,SH2D6
18024,BCAS1
18025,INSYN2A
18026,HAGHL
18027,DEFB123
18028,PALM2AKAP2
18029,SFTA2
18030,CASKIN1
18031,FAHD2A
18032,IPP
18033,TSKS
18034,INSL6
18035,FAM72D
18036,LAS2
18037,TMEM138
18038,TRAV39
18039,KPRP
18040,FJX1
18041,APCDD1L
18042,GPR153
18043,MANEAL
18044,Q7L0L9
18045,OXGR1
18046,NCKAP5
18047,C5orf46
18048,SSX7
18049,GID4
18050,DNAAF8
18051,ASDURF
18052,MAGEB2
18053,TMEM218
18054,MAGED4
18055,GPRIN2
18056,SSX2
18057,ATP6AP1L
18058,SHISA3
18059,TCEANC2
18060,DEFB125
18061,LRRC56
18062,DEFB105A
18063,HNRNPA1L3
18064,TULP4
18065,GPR26
18066,BLTP3A
18067,GYPB
18068,TMEM205
18069,RPS10P5
18070,DBNDD2
18071,KRTAP19-6
18072,NIPAL2
18073,KRTAP19-5
18074,TAS2R20
18075,GNG5B
18076,TMEM183BP
18077,CTAG1A
18078,TMEM114
18079,ABHD8
18080,TMEM128
18081,GARNL3
18082,METTL15P1
18083,IL17REL
18084,IGDCC3
18085,RIMBP2
18086,NPTXR
18087,ZCCHC10
18088,TCP11L1
18089,GLT8D1
18090,ANGPTL5
18091,KRTAP10-11
18092,SPANXD
18093,FSBP
18094,ZSWIM5
18095,ERVFRD-1
18096,PRSS51
18097,PSMG4
18098,COA5
18099,TTPAL
18100,TMEM161B
18101,R3HDM2
18102,VCX3B
18103,B4GALNT4
18104,CTAG2
18105,MRLN
18106,SERPINE3
18107,CCDC112
18108,MYADML2
18109,TRAV1-1
18110,NXNL1
18111,AVPI1
18112,PRSS45P
18113,RHBDL2
18114,FAM124B
18115,SPATA31A6
18116,RTL8C
18117,TMEM238L
18118,CCM2L
18119,SMTNL2
18120,TRGV1
18121,SPATA31A5
18122,ZCWPW2
18123,TTC27
18124,MAMDC4
18125,ZMAT1
18126,IGFLR1
18127,TIGD1
18128,ANKRD16
18129,TMEM132D
18130,GXYLT1
18131,SPATA6L
18132,TVP23C
18133,FAM234B
18134,GARIN1A
18135,PPP1R21
18136,MS4A13
18137,IAH1
18138,PCDH11Y
18139,SMIM1
18140,UBQLNL
18141,PLEKHG7
18142,RIBC2
18143,EMCN
18144,CMC2
18145,KRTAP5-5
18146,CCDC70
18147,SPATA32
18148,SLC35F3
18149,KRTAP13-4
18150,KIAA1210
18151,FCAMR
18152,FAM131B
18153,CFAP77
18154,CLDND1
18155,TMEM248
18156,PLD5
18157,LIMS4
18158,HAPSTR2
18159,Q9N2J8
18160,VSIG2
18161,FBXO42
18162,CCDC24
18163,TMEM233
18164,ERV3-1
18165,GOLM2
18166,AADACL4
18167,BCAS4
18168,FAM120C
18169,LCE2A
18170,CENPVL3
18171,KRTAP22-1
18172,HEATR9
18173,KAAG1
18174,LRRC66
18175,CCDC43
18176,TRBJ2-7
18177,ZC2HC1C
18178,FHIP1A
18179,EDDM3B
18180,SUGCT
18181,CMTM4
18182,TMEM249
18183,SPINK6
18184,TMEM61
18185,SMIM21
18186,KRTAP5-10
18187,STARD6
18188,CCDC33
18189,MAGEB17
18190,ITFG1
18191,C2orf74
18192,C12orf50
18193,ZSWIM3
18194,FAM86C2P
18195,PRORSD1P
18196,ODR4
18197,ACYP1
18198,SLC35G5
18199,NBPF1
18200,FAM169A
18201,ANKRD10
18202,SERINC4
18203,KRTAP9-6
18204,ANKRD12
18205,LMBRD2
18206,WSCD1
18207,CIMIP2C
18208,KRTAP1-4
18209,TMEM71
18210,LGI2
18211,ARL10
18212,ATOSB
18213,BAGE
18214,SHISA4
18215,TRPT1
18216,NXPH1
18217,TRBJ1-5
18218,CCDC34
18219,KRTAP10-1
18220,TMEM72
18221,TEKTL1
18222,GASK1B
18223,TMCO4
18224,CTAGE3P
18225,TMEM236
18226,TMEM89
18227,C20orf141
18228,SPRR4
18229,FNDC9
18230,CBY2
18231,R3HDML
18232,NTN5
18233,MUC3B
18234,PINLYP
18235,PCOTH
18236,TRAJ31
18237,ARL9
18238,TRGV10
18239,INTS6L
18240,TMEM181
18241,GPANK1
18242,TRDD1
18243,LCE1F
18244,SMIM12
18245,KRTAP13-1
18246,TRBJ1-4
18247,FBXW9
18248,PGBD3
18249,SLC25A34
18250,TBC1D26
18251,SELENOH
18252,GTSF1L
18253,METTL25
18254,CCDC107
18255,LGALSL
18256,ATOSA
18257,TRAV18
18258,SPINK14
18259,Q8N1Y9
18260,LCE2D
18261,DENND2C
18262,CCDC77
18263,TPBGL
18264,TRBJ1-3
18265,KIAA1586
18266,SELENOV
18267,ZSWIM1
18268,TRAV8-3
18269,SEM1
18270,LOC100996750
18271,ACTRT2
18272,FAM163B
18273,LCE1B
18274,WDR7
18275,SSMEM1
18276,TTC39C
18277,ZC2HC1A
18278,DIAPH2-AS1
18279,CFAP97D1
18280,TLDC2
18281,C1orf52
18282,C1orf174
18283,TMEM14DP
18284,ZNHIT2
18285,OGFRL1
18286,TRBJ2-5
18287,HNRNPCL3
18288,LOC400499
18289,TRBJ1-1
18290,GKN3P
18291,TBC1D19
18292,TRAJ3
18293,LRRC29
18294,YPEL1
18295,BEND2
18296,TMEM255B
18297,SH3BGR
18298,LIMS3
18299,NT5DC1
18300,TMEM19
18301,ASAH2B
18302,MANBAL
18303,CD163L1
18304,WDR89
18305,KCTD14
18306,ISM2
18307,EOLA1
18308,LCN10
18309,MS4A15
18310,ERVS71-1
18311,DNAJC22
18312,TMEM42
18313,MAGEB1
18314,LOC102723971
18315,TSBP1
18316,UQCRHL
18317,CES4A
18318,FAM136A
18319,ANKRD34B
18320,KRTAP9-9
18321,AADACL3
18322,CHIC1
18323,VCY
18324,CMC1
18325,PSPHP1
18326,NOL4
18327,LDLRAD1
18328,TRDJ1
18329,HDHD5
18330,PMIS2
18331,GIN1
18332,DPY19L2P1
18333,PRSS35
18334,DCBLD1
18335,CCDC18
18336,SEC14L5
18337,SAMD10
18338,TM4SF19
18339,EXOC3-AS1
18340,ID2B
18341,GUSBP11
18342,ASPHD1
18343,RNF214
18344,RBM43
18345,LRRC3
18346,TRAV40
18347,PP2D1
18348,CPXM1
18349,TMEM243
18350,RUSF1
18351,LSMEM1
18352,TRBV15
18353,KRTAP9-7
18354,BPIFA3
18355,CES5A
18356,SKIDA1
18357,CEACAM21
18358,SLC25A43
18359,TMEM139
18360,TRAV3
18361,GRAMD2B
18362,TEX44
18363,DGCR6L
18364,GARIN2
18365,TMEM141
18366,MAGEA13P
18367,KRTAP9-1
18368,IGFL1
18369,ARHGEF38
18370,PMS2P11
18371,FAM241A
18372,R3HCC1L
18373,FAM163A
18374,C6orf62
18375,HNRNPCL4
18376,TMEM225B
18377,TMEM69
18378,NKAIN3
18379,C3orf20
18380,CENPBD1P
18381,TMEM247
18382,PLAC9
18383,ERVFC1-1
18384,C7orf50
18385,MTHFSD
18386,BPIFA4P
18387,C11orf68
18388,LCE4A
18389,DENND11
18390,C2orf15
18391,MSS51
18392,KRTAP2-2
18393,PHTF1
18394,TMEM234
18395,MAP7D2
18396,TMEM14EP
18397,TCEAL4
18398,UPK3B
18399,DMXL1
18400,LYSMD1
18401,FBXW12
18402,LBHD1
18403,UAP1L1
18404,C11orf52
18405,GATD3B
18406,LCE3E
18407,LRRC70
18408,GINM1
18409,SMIM19
18410,TMCO5A
18411,KRTAP20-2
18412,LY6L
18413,TMEM255A
18414,SRRM3
18415,ISM1
18416,DNAJC5B
18417,TPRG1
18418,SEL1L2
18419,RNF222
18420,SMIM5
18421,SHF
18422,TEX29
18423,GPATCH2L
18424,TMEM240
18425,BTBD6
18426,NR2C2AP
18427,FAM222B
18428,FAM118B
18429,LCN1P1
18430,PTH2
18431,SAYSD1
18432,CTXN3
18433,MAGEB6B
18434,ST7L
18435,TM9SF3
18436,KRT87P
18437,KRTAP10-12
18438,TRGV11
18439,FAM72B
18440,TP53I11
18441,PCNX4
18442,SPINK8
18443,SCGB1D1
18444,CXorf66
18445,UBFD1
18446,TMEM59L
18447,VSIG10L
18448,SSX9P
18449,TRAV9-2
18450,TMEM267
18451,MIPOL1
